Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
317,Flash Focus: Vision Training in Minutes a Day,DS,2007,Misc,1,0.87,1.57,1.05,0.35,3.84
318,Namco Museum Vol.1,PS,1995,Misc,20,2.12,1.44,0.22,0.06,3.84
319,The Legend of Zelda: Link's Awakening,3,1992,5,1,2.21,0.96,0.54,0.13,3.83
320,Mario & Luigi: Bowser's Inside Story,DS,2009,4,1,2.26,0.48,0.81,0.27,3.83
321,Big Brain Academy: 1 Degree,1,2007,Misc,1,1.06,1.93,0.41,0.43,3.82
322,1gs + cats,5,2011,Simulation,1,1.44,1.37,0.73,0.27,3.81
323,Batman: Arkham Knight,10,2015,5,24,1.49,1.58,0.1,0.61,3.79
324,Mario & Sonic at the London 2012 Olympic Games,1,2011,1,12,1.14,1.91,0.27,0.46,3.78
325,LEGO Indiana Jo2: The Original Adventures,8,2008,5,18,2.4,1.03,0,0.36,3.78
326,Resident Evil Director's Cut,PS,1996,5,7,1.82,1.24,0.47,0.25,3.77
327,Ratchet & Clank: Size Matters,13,2007,2,20,1.4,1.4,0.1,0.87,3.77
328,Just Dance 2014,1,2013,Misc,35,1.98,1.47,0,0.32,3.76
329,The Sims: Unleashed,PC,2002,Simulation,34,2.03,1.56,0,0.17,3.76
330,Super Paper Mario,1,2007,2,1,1.98,0.88,0.59,0.32,3.76
331,Harry Potter and the Sorcerer's Stone,PS,2001,5,34,1.37,2,0.14,0.22,3.73
332,The Witcher 3: Wild Hunt,10,2015,4,9,0.96,2,0.21,0.56,3.73
333,Resident Evil 3: Nemesis,PS,1999,5,Eidos Interactive,1.3,0.77,1.54,0.11,3.72
334,Spyro: Year of the Dragon,PS,2000,2,20,1.93,1.58,0,0.19,3.71
335,FIFA Soccer 2005,4,2004,1,34,0.58,2.48,0.04,0.59,3.7
336,Pokémon Trading Card Game,3,1998,6,1,1.49,0.73,1.38,0.1,3.7
337,Battlefield 4,6,2013,23,1.3,1.51,0.27,0.61,3.69
338,MySims,DS,2007,Simulation,34,1.59,1.61,0.08,0.41,3.69
339,Friend Collection,DS,2009,Misc,1,0,0,3.67,0,3.67
340,Tony Hawk's Pro Skater 4,4,2002,1,18,2.13,1.18,0.01,0.35,3.67
341,Midnight Club 3: DUB Edition,13,2005,Racing,26,1.65,1.22,0,0.79,3.66
342,Banjo-Kazooie,N64,1998,2,1,1.87,1.13,0.55,0.1,3.65
343,SOCOM: U.S. Navy SEALs,4,2002,11,20,2.53,0.81,0.06,0.24,3.65
344,Guitar Hero: World Tour,1,2008,Misc,18,2.33,0.97,0,0.35,3.65
345,Gran Turismo 6,6,2013,Racing,20,0.71,1.8,0.4,0.74,3.64
346,Jak and Daxter: The Precursor Legacy,4,2001,2,20,2.08,1.09,0.15,0.33,3.64
347,Pokemon Snap,N64,1999,Simulation,1,2.23,0.68,0.66,0.06,3.63
348,FIFA Soccer 10,6,2009,1,34,0.6,2.46,0.05,0.52,3.63
349,Pro Evolution Soccer 2008,4,2007,1,21,0.05,0,0.64,2.93,3.63
350,Call of Duty: Ghosts,10,2013,11,18,1.78,1.42,0.05,0.38,3.63
351,Resident Evil 4,4,2005,5,25,2.08,0.83,0.46,0.25,3.62
352,Tom Clancy's The Division,10,2016,11,35,1.28,1.61,0.15,0.57,3.61
353,Star Wars: Battlefront,4,2004,11,27,1.93,1.22,0.03,0.44,3.61
354,Doom II: Hell on Earth,PC,1994,11,7,2.05,1.4,0,0.16,3.61
355,The Simpsons: Road Rage,4,2001,22,2.02,1.17,0,0.42,3.61
356,Cooking Mama 2: Dinner With Friends,DS,2007,Simulation,505 Games,1.61,1.5,0.1,0.39,3.61
357,Luigi's Mansion,GC,2001,5,1,2.38,0.67,0.46,0.1,3.6
358,Star Wars: Battlefront II,4,2005,11,27,2.18,1.02,0.03,0.37,3.59
359,WWF SmackDown!,PS,2000,Fighting,THQ,2.01,1.35,0.06,0.16,3.58
360,Croc: Legend of the Gobbos,PS,1997,2,Fox Interactive,1.57,1.79,0,0.2,3.56
361,Grand Theft Auto: Liberty City Stories,4,2006,5,26,1.56,1.4,0.07,0.5,3.54
362,The Getaway,4,2002,5,20,1.23,1.77,0.05,0.49,3.54
363,Tomb Raider III: Adventures of Lara Croft,PS,1997,5,Eidos Interactive,1.66,1.58,0.12,0.18,3.54
364,James Bond 007: Agent Under Fire,4,2001,23,1.9,1.13,0.1,0.41,3.53
365,LEGO Star Wars: The Video Game,4,2005,5,Eidos Interactive,1.98,1.14,0.01,0.41,3.53
366,Battlefield 4,8,2013,23,2.14,1.08,0.02,0.29,3.53
367,FIFA Soccer 11,8,2010,1,34,0.71,2.4,0.02,0.4,3.53
368,Rugrats in Paris: The Movie,PS,2000,5,THQ,1.96,1.33,0,0.23,3.52
369,Spyro 2: Ripto's Rage!,PS,1999,2,20,2.14,1.21,0.01,0.17,3.52
370,Left 4 Dead,8,2008,23,2.66,0.5,0.05,0.3,3.52
371,Mario & Sonic at the Olympic Winter Games,DS,2009,1,12,1.22,1.66,0.27,0.38,3.52
372,Resident Evil 5,8,2009,5,25,2.11,0.94,0.12,0.34,3.51
373,Donkey Kong Country 3: Dixie Kong's Double Trouble!,7,1996,2,1,1.17,0.5,1.75,0.08,3.51
374,Assassin's Creed: Brotherhood,8,2010,5,35,2.84,0.39,0.03,0.24,3.5
375,Kung Fu,2,1985,5,1,1.64,0.38,1.42,0.06,3.5
376,Batman: Arkham Asylum,8,2009,5,Eidos Interactive,2.2,0.97,0.02,0.31,3.5
377,Clubhouse Games,DS,2006,Misc,1,0.59,1.83,0.73,0.35,3.5
378,FIFA Soccer 2004,4,N/A,1,34,0.59,2.36,0.04,0.51,3.49
379,Star Wars Battlefront (2015),XOne,2015,23,1.94,1.22,0.02,0.31,3.49
380,Battlefield: Bad Company 2,8,2010,23,2.09,1.02,0.04,0.32,3.48
381,Guitar Hero: On Tour,DS,2008,Misc,18,2.11,1.01,0.01,0.35,3.48
382,Assassin's Creed: Unity,XOne,2014,5,35,2.26,0.89,0,0.3,3.46
383,Far Cry 3,6,2012,11,35,0.88,1.75,0.1,0.72,3.45
384,Monster Hunter 4,5,2013,4,25,0,0,3.44,0,3.44
385,Borderlands,8,2009,11,26,2.39,0.73,0.03,0.29,3.44
386,Tekken 4,4,2002,Fighting,9,1.55,1.27,0.33,0.29,3.44
387,Battlefield 4,10,2013,23,1.34,1.54,0.17,0.38,3.43
388,LittleBigPlanet 2,6,2011,2,20,1.82,1.07,0.06,0.47,3.42
389,Grand Theft Auto 2,PS,1998,5,26,1.13,2.07,0,0.22,3.42
390,Final Fantasy III,7,1994,4,SquareSoft,0.86,0,2.55,0.02,3.42
391,Spider-Man 2,4,2004,5,18,1.75,1.2,0.02,0.43,3.41
392,F-1 Race,3,1990,Racing,1,1.73,0.69,0.59,0.4,3.41
393,FIFA Soccer 2003,4,2002,1,34,0.46,2.28,0.05,0.61,3.4
394,Crash Bash,PS,2000,Misc,20,1.56,1.47,0.19,0.17,3.39
395,LEGO Batman: The Videogame,8,2008,5,24,2.03,1.03,0,0.32,3.38
396,Metal Gear Solid V: The Phantom Pain,10,2015,5,21,1.08,1.35,0.48,0.47,3.38
397,The Legend of Zelda: Spirit Tracks,DS,2009,5,1,1.43,0.94,0.74,0.27,3.38
398,WWF War Zone,PS,1998,Fighting,31,2.47,0.76,0,0.13,3.36
399,The Legend of Zelda: Majora's Mask,N64,2000,5,1,1.9,0.67,0.73,0.06,3.36
400,Professor Layton and the Unwound Future,DS,2008,3,1,0.65,1.61,0.82,0.28,3.36
401,Rugrats: Search For Reptar,PS,1998,Adventure,THQ,1.63,1.53,0,0.18,3.34
402,Assassin's Creed IV: Black Flag,8,2013,5,35,1.9,1.14,0.01,0.29,3.34
403,English Training: Have Fun Improving Your Skills!,DS,2006,Misc,1,0,0.99,2.32,0.02,3.33
404,James Bond 007: Nightfire,4,2002,23,1.45,1.29,0.12,0.46,3.33
405,Ratchet & Clank,4,2002,2,20,1.44,1.01,0.57,0.3,3.33
406,Mario Party 9,1,2012,Misc,1,1.15,1.17,0.76,0.24,3.32
407,Star Wars Episode III: Revenge of the Sith,4,2005,5,27,1.47,1.39,0.03,0.43,3.32
408,Max Payne,4,2001,11,26,1.99,1.05,0.05,0.22,3.31
409,The Lord of the Rings: The Return of the King,4,2003,5,34,1.5,1.28,0.05,0.46,3.28
410,Assassin's Creed Syndicate,10,2015,5,35,0.8,1.92,0.06,0.5,3.28
411,Destiny,XOne,2014,11,18,2.13,0.92,0,0.23,3.28
412,True Crime: Streets of LA,4,2003,5,18,1.89,1.05,0.02,0.31,3.27
413,1 Music,1,2008,Misc,1,1.36,1.13,0.46,0.32,3.27
414,Gran Turismo (13),13,2009,Racing,20,0.5,1.59,0.31,0.87,3.27
415,Monster Hunter X,5,2015,5,25,0.25,0.19,2.78,0.04,3.26
416,Tekken,PS,1995,Fighting,20,0.95,1.3,0.77,0.22,3.24
417,FIFA 16,XOne,2015,1,34,0.88,2.11,0,0.23,3.23
418,L.A. Noire,6,2011,Adventure,26,1.27,1.33,0.12,0.51,3.23
419,Madden NFL 16,10,2015,1,34,2.33,0.3,0,0.59,3.22
420,Yokai Watch 2 Ganso/Honke,5,2014,4,1,0.03,0,3.18,0,3.22
421,007: Tomorrow Never Dies,PS,1999,23,1.72,1.33,0,0.16,3.21
422,Baseball,2,1983,1,1,0.73,0.1,2.35,0.02,3.2
423,Killer Instinct,7,1995,Fighting,1,2.26,0.72,0.12,0.1,3.2
424,WWF SmackDown! 2: Know Your Role,PS,2000,Fighting,THQ,1.76,1.21,0.07,0.16,3.2
425,Crisis Core: Final Fantasy VII,13,2007,4,33,1.35,0.6,0.8,0.44,3.19
426,God of War: Chains of Olympus,13,2008,5,20,1.48,1.01,0.04,0.66,3.19
427,Dragon Quest VI: Maboroshi no Daichi,7,1995,4,Enix Corporation,0,0,3.19,0,3.19
428,Dance Central,8,2010,Misc,MTV Games,2.15,0.77,0.01,0.26,3.19
429,Enter the Matrix,4,2003,5,32,1.78,1.12,0.09,0.19,3.18
430,Super Mario Maker,1U,2015,2,1,1.18,0.87,0.93,0.2,3.18
431,Fallout: New Vegas,6,2010,4,Bethesda Softworks,1.52,1.08,0.1,0.47,3.17
432,LEGO Batman: The Videogame,1,N/A,5,24,1.86,1.02,0,0.29,3.17
433,Rhythm Heaven,DS,2008,Misc,1,0.58,0.51,1.93,0.14,3.17
434,Ace Combat 04: Shattered Skies,4,2001,Simulation,17,2.06,0.56,0.38,0.17,3.17
435,Club Penguin: Elite Penguin Force,DS,2008,Adventure,29,1.88,0.98,0,0.3,3.16
436,Animal Crossing,GC,2001,Simulation,1,1.92,0.16,0.99,0.09,3.15
437,LEGO Batman: The Videogame,DS,2008,5,24,1.79,1.06,0,0.29,3.15
438,Sonic Rush,DS,2005,2,12,1.22,1.57,0.06,0.29,3.15
439,Resident Evil 6,6,2012,11,25,0.88,0.97,0.88,0.42,3.15
440,Halo: The Master Chief Collection,XOne,2014,11,28,1.89,0.99,0.03,0.24,3.15
441,FIFA Soccer 08,4,2007,1,34,0.68,0,0,2.46,3.14
442,Spider-Man,PS,2000,5,18,1.7,1.25,0.02,0.16,3.13
443,Need for Speed III: Hot Pursuit,PS,1998,22,2.14,0.86,0,0.13,3.12
444,Star Wars Episode I Racer,N64,1999,Racing,1,2.31,0.62,0.14,0.04,3.12
445,Personal Trainer: Cooking,DS,2006,Misc,1,0.91,1,1.03,0.17,3.12
446,The Elder Scrolls IV: Oblivion,6,2007,4,35,1.69,0.87,0.14,0.42,3.12
447,Dragon Warrior IV,2,1990,4,Enix Corporation,0.08,0,3.03,0.01,3.12
448,Heavy Rain,6,2010,Adventure,20,1.29,1.27,0.06,0.5,3.12
449,Mass Effect 2,8,2010,4,34,1.99,0.82,0.03,0.27,3.11
450,FIFA 15,8,2014,1,34,0.78,2.02,0,0.3,3.11
451,Dragon Ball Z: Budokai,4,2002,Fighting,32,2.17,0.28,0.55,0.08,3.09
452,Madden NFL 2002,4,2001,1,34,2.5,0.16,0.01,0.42,3.08
453,World Class Track Meet,2,1986,1,9,1.92,0.45,0.64,0.07,3.08
454,Borderlands 2,8,2012,11,26,1.89,0.91,0.04,0.24,3.07
455,The Legend of Zelda: A Link Between Worlds,5,2013,5,1,1.4,0.99,0.46,0.22,3.07
456,Donkey Kong,3,1994,2,1,1.57,0.62,0.55,0.34,3.07
457,The Sims: Vacation,PC,2002,Simulation,34,1.72,1.21,0,0.14,3.07
458,Mass Effect 3,8,2012,4,34,1.94,0.86,0.03,0.24,3.07
459,Kung Fu Panda,8,2008,5,18,1.91,0.84,0,0.29,3.05
460,Far Cry 3,8,2012,11,35,1.38,1.35,0.02,0.28,3.04
461,Epic Mickey,1,2010,2,29,2.06,0.64,0.12,0.22,3.04
462,Saints Row 2,8,2008,5,THQ,1.94,0.8,0.02,0.27,3.03
463,Rayman,PS,1995,2,35,1.54,1.33,0,0.16,3.03
464,Killzone 2,6,2009,11,20,1.4,1.07,0.08,0.47,3.02
465,Tom Clancy's Splinter Cell,XB,2002,5,35,1.85,1.04,0,0.13,3.02
466,Mike Tyson's Punch-Out!!,2,1987,Fighting,1,2.03,0.47,0.45,0.07,3.02
467,WWE SmackDown! Shut Your Mouth,4,2002,1,THQ,1.45,1.13,0.07,0.38,3.02
468,Gears of War: Ultimate Edition,XOne,2015,11,28,2.38,0.32,0,0.31,3
469,NBA 2K13,8,2012,1,26,2.6,0.21,0.01,0.19,3
470,Dragon Ball Z: Budokai Tenkaichi 3,4,2007,Fighting,32,1.15,0,0.76,1.09,3
471,wwe Smackdown vs. Raw 2006,4,N/A,Fighting,N/A,1.57,1.02,0,0.41,3
472,Middle-Earth: Shadow of Mordor,10,2014,5,24,1.01,1.41,0.05,0.53,2.99
473,Star Fox,7,1993,11,1,1.61,0.51,0.8,0.07,2.99
474,The Sims: Livin Large,PC,2000,Misc,34,1.67,1.18,0,0.13,2.99
475,World Soccer Winning Eleven 6 International,4,2002,1,21,0.12,1.26,1.16,0.45,2.99
476,Devil May Cry,4,2001,5,25,1.36,0.86,0.64,0.13,2.99
477,Animal Crossing: Happy Home Designer,5,2015,Simulation,1,0.47,1,1.39,0.12,2.98
478,Battlefield: Bad Company 2,6,2010,23,1.33,1.12,0.08,0.45,2.97
479,The Sims 4,PC,2014,Simulation,34,0.96,1.72,0,0.29,2.97
480,Star Wars: The Old Republic,PC,2011,4,34,1.58,1.01,0,0.38,2.97
481,Sonic Heroes,4,2003,2,12,1.04,1.37,0.06,0.49,2.96
482,Kirby Super Star Ultra,DS,2008,2,1,1.57,0.04,1.19,0.15,2.96
483,Hitman 2: Silent Assassin,4,2002,5,Eidos Interactive,1.36,1.15,0.04,0.41,2.96
484,Street Fighter IV,8,2009,Fighting,25,1.82,0.71,0.15,0.26,2.95
485,Wave Race 64,N64,1996,Racing,1,1.98,0.58,0.34,0.04,2.94
486,SOCOM II: U.S. Navy SEALs,4,2003,11,20,2.22,0.51,0.06,0.15,2.94
487,WWE SmackDown! vs. RAW 2006,4,2005,Fighting,THQ,1.45,1.11,0.04,0.33,2.94
488,inFAMOUS,6,2009,5,20,1.76,0.69,0.12,0.37,2.94
489,Pac-Man Collection,9,2001,3,32,2.07,0.77,0.05,0.05,2.94
490,Mass Effect,8,2007,4,28,1.83,0.8,0.03,0.27,2.93
491,WarioWare: Smooth Moves,1,2006,3,1,0.87,1.06,0.73,0.26,2.92
492,Cooking Mama: Cook Off,1,2007,Simulation,505 Games,1.43,1.13,0.05,0.3,2.91
493,Super Mario World 2: Yoshi's Island,9,2002,2,1,1.75,0.45,0.62,0.09,2.91
494,FIFA 14,10,2013,1,34,0.61,1.85,0.11,0.33,2.9
495,Titanfall,XOne,2014,23,1.84,0.8,0.04,0.22,2.9
496,Sonic Mega Collection Plus,4,2004,Misc,12,1.54,1.14,0,0.22,2.9
497,12 Superstars Tennis,8,2008,1,12,1.75,0.86,0,0.28,2.9
498,World Soccer Winning Eleven 7 International,4,2003,1,21,0.08,1.24,1.13,0.45,2.9
499,Need for Speed: Most Wanted,6,2012,22,0.71,1.51,0.06,0.61,2.89
500,Hot Shots Golf 3,4,2001,1,20,0.99,0.32,1.38,0.2,2.89
501,Call of Duty: Fi2t Hour,4,2004,11,18,1.51,1.12,0.01,0.24,2.89
502,Zumba Fit2s 2,1,2011,1,3,1.54,1.07,0,0.28,2.88
503,Syphon Filter,PS,1999,11,20,2.03,0.72,0.02,0.11,2.88
504,Imagine: Babyz,DS,2007,Simulation,35,1.3,1.27,0,0.31,2.88
505,Colin McRae Rally,PS,1998,Racing,13,0.09,2.43,0.12,0.22,2.87
506,Call of Duty: Ghosts,XOne,2013,11,18,1.87,0.77,0,0.22,2.86
507,Madden NFL 13,8,2012,1,34,2.53,0.16,0,0.17,2.86
508,The Elder Scrolls III: Morrowind,XB,2002,4,35,2.09,0.63,0.03,0.11,2.86
509,Mortal Kombat,6,2011,Fighting,24,1.98,0.55,0,0.32,2.85
510,F-Zero,7,1990,Racing,1,1.37,0.51,0.89,0.07,2.85
511,Yoshi's Story,N64,1997,2,1,1.29,0.53,0.98,0.05,2.85
512,Command & Conquer: Red Alert,PC,1996,6,7,1.37,1.34,0,0.14,2.85
513,Skylanders: Spyro's Adventure,1,2011,5,18,1.4,1.14,0,0.31,2.85
514,FIFA 16,6,2015,1,34,0.4,1.98,0.05,0.42,2.85
515,Assassin's Creed: Brotherhood,6,2010,5,35,1.87,0.57,0.11,0.3,2.84
516,BioShock,8,2007,11,26,1.65,0.86,0.05,0.28,2.83
517,Madden NFL 10,8,2009,1,34,2.52,0.09,0,0.22,2.83
518,Medal of Honor,6,2010,23,1.28,1.05,0.07,0.43,2.83
519,WWE SmackDown! vs. Raw,4,2002,Fighting,THQ,1.32,1.08,0.04,0.39,2.83
520,Metroid Prime,GC,2002,11,1,1.96,0.67,0.1,0.09,2.82
521,Finding Nemo,9,2003,5,THQ,1.59,1.05,0.04,0.14,2.82
522,Myst,PC,1994,Adventure,Red Orb,0.02,2.79,0,0,2.81
523,Need for Speed: Hot Pursuit,6,2010,22,1.05,1.25,0.03,0.48,2.81
524,Imagine: Fashion Designer,DS,2007,Simulation,35,1.32,1.19,0,0.3,2.81
525,WWE SmackDown! Here Comes the Pain,4,2003,Fighting,THQ,1.32,1.06,0.04,0.38,2.8
526,Star Wars: The Force Unleashed,8,2008,5,27,1.74,0.8,0,0.26,2.8
527,Yoshi's Island DS,DS,2006,2,1,1.47,0.07,1.1,0.15,2.8
528,Hot Shots Golf,PS,1997,1,20,0.29,0.2,2.13,0.18,2.79
529,Killzone 3,6,2011,11,20,1.45,0.88,0.09,0.38,2.79
530,A Bug's Life,PS,1998,2,20,1.96,0.72,0,0.11,2.79
531,WWF SmackDown! Just Bring It,4,2001,Fighting,THQ,1.19,1.15,0.04,0.41,2.79
532,Dragon Quest V: Tenkuu no Hanayome,7,1992,4,Enix Corporation,0,0,2.78,0.01,2.79
533,Mortal Kombat Trilogy,PS,1996,Fighting,GT Interactive,1.98,0.7,0,0.11,2.79
534,Battlefield 3,PC,2011,23,0.89,1.43,0,0.48,2.79
535,NBA Street,4,2001,1,34,2.19,0.22,0,0.38,2.79
536,Professor Layton and the Last Specter,DS,2009,3,1,0.3,1.47,0.68,0.34,2.79
537,Monster Hunter Tri,5,2011,4,1,0.46,0.29,1.96,0.07,2.79
538,Jak II,4,2003,2,20,1.68,0.74,0,0.36,2.78
539,inFAMOUS: Second Son,10,2014,5,20,1.27,0.97,0.07,0.47,2.78
540,Ratchet & Clank: Going Commando,4,2003,2,20,1.44,0.83,0.26,0.25,2.78
541,Tekken 6,6,2009,Fighting,9,1.2,0.98,0.17,0.43,2.78
542,The Sims,4,2003,Simulation,34,1.41,1.12,0,0.24,2.77
543,Sonic and the Secret Rings,1,2007,2,12,1.24,1.2,0.04,0.3,2.77
544,Saints Row: The Third,8,2011,5,THQ,1.25,1.15,0.07,0.3,2.77
545,Missile Command,2600,1980,11,32,2.56,0.17,0,0.03,2.76
546,Mario Paint,7,1992,Misc,1,1.43,0.54,0.71,0.07,2.75
547,Assassin's Creed IV: Black Flag,10,2013,5,35,1.07,1.31,0.06,0.31,2.74
548,Pokémon Stadium 2,N64,2000,6,1,1.02,0.36,1.13,0.23,2.73
549,Metroid,2,1986,5,1,1.33,0.31,1.04,0.05,2.73
550,L.A. Noire,8,2011,Adventure,26,1.52,0.94,0.02,0.24,2.72
551,Call of Duty 3,8,2006,11,18,1.49,0.93,0.02,0.27,2.71
552,The Legend of Zelda: A Link to the Past,9,2002,5,1,1.75,0.52,0.33,0.1,2.7
553,Onimusha: Warlords,4,2001,5,7,0.99,0.48,1.09,0.14,2.7
554,Mortal Kombat X,10,2015,Fighting,24,1.47,0.76,0,0.47,2.7
555,Mario Party,N64,1998,Misc,1,1.25,0.53,0.87,0.05,2.7
556,Madden NFL 12,8,2011,1,34,2.42,0.11,0,0.16,2.69
557,LEGO Star Wars II: The Original Trilogy,4,2006,5,27,1.85,0.64,0.01,0.19,2.69
558,Madden NFL 11,8,2010,1,34,2.38,0.12,0,0.18,2.69
559,Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010,3,1,1.63,0.52,0.35,0.18,2.69
560,Skate 3,8,2010,1,34,1.46,0.98,0,0.24,2.68
561,Burnout 3: Takedown,4,2004,22,1.23,1.11,0,0.34,2.68
562,Yokai Watch 2 Shinuchi,5,2014,4,Level 5,0,0,2.68,0,2.68
563,Need for Speed: Shift,6,2009,22,0.69,1.41,0.04,0.53,2.68
564,Final Fantasy XIII-2,6,2011,4,33,0.78,0.75,0.89,0.26,2.68
565,Mortal Kombat,GEN,1992,Fighting,36,1.95,0.63,0,0.09,2.67
566,Call Of Duty 2: Big Red One,4,2005,11,18,1.48,0.92,0.01,0.26,2.67
567,Guitar Hero: World Tour,8,2008,Misc,18,1.78,0.64,0,0.25,2.67
568,Medal of Honor,PS,1998,23,1.44,1.09,0,0.14,2.67
569,Fable,XB,2004,4,28,1.99,0.58,0,0.09,2.66
570,Hannah Montana,DS,2006,5,29,1.59,0.8,0,0.26,2.65
571,Tom Clancy's Splinter Cell,4,2003,5,35,1.15,1.11,0,0.4,2.65
572,Skylanders Giants,1,2012,5,18,1.56,0.88,0,0.22,2.65
573,Medal of Honor Heroes,13,2006,23,0.86,1.11,0.01,0.66,2.65
574,Super Mario Bros.: The Lost Levels,2,1986,2,1,0,0,2.65,0,2.65
575,Star Wars: Shadows of the Empire,N64,1996,5,1,2,0.5,0.12,0.03,2.65
576,LEGO Star Wars: The Complete Saga,8,2007,5,27,1.53,0.87,0,0.24,2.64
577,Midnight Club: Street Racing,4,2000,Racing,26,2,0.47,0.02,0.14,2.63
578,Pac-Man: Adventures in Time,13,2006,Fighting,20,0.76,1.1,0.12,0.65,2.63
579,Halo Wars,8,2009,6,28,1.53,0.82,0.04,0.24,2.63
580,God of War Collection,6,2009,5,20,1.7,0.46,0.06,0.41,2.63
581,ESPN NFL 2K5,4,2004,1,12,2.15,0.12,0,0.36,2.62
582,Mario Strikers Charged,1,2007,1,1,1.07,1.06,0.24,0.25,2.62
583,Medal of Honor,8,2010,23,1.55,0.81,0.04,0.21,2.62
584,FIFA Soccer 10,8,2009,1,34,0.59,1.79,0.01,0.23,2.62
585,NBA 2K12,8,2011,1,26,2.31,0.14,0.01,0.16,2.62
586,Style Savvy,DS,2008,Simulation,1,0.63,0.84,0.96,0.19,2.61
587,Harry Potter and the Chamber of Secrets,4,2002,5,34,0.9,1.22,0.04,0.44,2.61
588,Super Mario All-Stars: Limited Edition,1,2010,2,1,1.02,0.52,0.92,0.14,2.6
589,Streets of Rage,GEN,1990,5,12,1.86,0.55,0.11,0.08,2.6
590,FIFA Soccer 09,6,2008,1,34,0.48,1.63,0.04,0.43,2.59
591,Ratchet & Clank Future: Tools of Destruction,6,2007,2,20,0.93,1.12,0.08,0.45,2.59
592,NBA Live 2005,4,2004,1,34,2.03,0.21,0,0.35,2.59
593,LittleBigPlanet,13,2009,2,20,0.64,1.24,0.01,0.69,2.58
594,Killzone: Shadow Fall,10,2013,11,20,0.89,1.33,0.07,0.28,2.58
595,Ghostbusters: The Video Game (DS Version),8,2009,5,26,1.04,1.24,0.03,0.27,2.58
596,Monster Hunter Freedom 2,13,2007,4,25,0.37,0.27,1.75,0.18,2.58
597,WWE SmackDown vs. RAW 2007,4,2006,Fighting,THQ,1.4,0.88,0.03,0.26,2.58
598,Ratchet & Clank: Up Your Arsenal,4,2004,2,20,1.31,0.74,0.31,0.22,2.57
599,Art Academy,DS,2010,Misc,1,0.28,1.68,0.33,0.28,2.57
600,Dragon Age: Origins,8,2009,4,34,1.76,0.56,0.03,0.22,2.57
601,Madden NFL 08,4,2007,1,34,2.14,0.08,0,0.35,2.57
602,Sonic Adventure 2 Battle,GC,2001,2,12,1.7,0.59,0.21,0.07,2.56
603,Dragon Warrior II,2,1987,4,Enix Corporation,0.15,0,2.41,0,2.56
604,Madden NFL 13,6,2012,1,34,2.11,0.23,0,0.22,2.56
605,Pokémon Colosseum,GC,2003,4,1,1.21,0.57,0.7,0.07,2.54
606,Deca 1,1,2008,1,21,1.13,0.87,0.29,0.25,2.54
607,Madden NFL 09,8,2008,1,34,2.21,0.12,0,0.2,2.54
608,Space Invaders,2600,N/A,11,32,2.36,0.14,0,0.03,2.53
609,Crazy Taxi,4,2001,Racing,31,1.13,1.12,0.06,0.22,2.52
610,Perfect Dark,N64,2000,5,1,1.55,0.75,0.16,0.06,2.52
611,Game Party,1,2007,Misc,30,1.5,0.78,0,0.24,2.52
612,Dragon Warrior,2,1986,4,25,0.49,0,0.52,1.51,2.52
613,Tomb Raider (2013),6,2013,5,33,0.6,1.31,0.08,0.52,2.51
614,Marvel: Ultimate Alliance,8,2006,4,18,2.29,0.02,0,0.19,2.5
615,PES 2009: Pro Evolution Soccer,4,2008,1,21,0.13,0.07,0.26,2.05,2.5
616,Mario Party 2,N64,1999,Misc,1,1.28,0.14,1.08,0.01,2.5
617,Saints Row: The Third,6,2011,5,THQ,0.86,1.06,0.18,0.39,2.49
618,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,XB,2003,5,26,1.84,0.56,0,0.09,2.49
619,LEGO Harry Potter: Years 1-4,1,2010,5,24,1.29,0.97,0,0.23,2.49
620,Mortal Kombat: Deadly Alliance,4,2002,Fighting,30,1.81,0.52,0,0.15,2.49
621,Resistance 2,6,2008,11,20,1.15,0.85,0.1,0.39,2.48
622,Pure,8,2008,Racing,29,1.38,0.85,0,0.25,2.48
623,Tomb Raider: The Last Revelation,PS,1998,5,Eidos Interactive,1.15,1.14,0.06,0.13,2.48
624,NBA 2K13,6,2012,1,26,1.72,0.44,0.05,0.27,2.48
625,Rock Band,8,N/A,Misc,34,1.93,0.34,0,0.21,2.48
626,NBA 2K14,8,2013,1,26,2.1,0.2,0,0.17,2.47
627,Mario Party 4,GC,2002,Misc,1,1.13,0.36,0.92,0.07,2.47
628,uDraw Studio,1,2010,Misc,THQ,1.67,0.58,0,0.2,2.46
629,Midnight Club: Los Angeles,6,2008,Racing,26,1.55,0.54,0.05,0.31,2.45
630,Final Fantasy V,7,1992,4,SquareSoft,0,0,2.43,0.02,2.45
631,Final Fantasy Tactics,PS,1997,4,SquareSoft,0.93,0.12,1.34,0.06,2.45
632,Twisted Metal 2,PS,1996,Racing,20,2.12,0.25,0,0.07,2.44
633,Halo: Combat Evolved Anniversary,8,2011,11,28,1.44,0.73,0.04,0.22,2.44
634,Need for Speed Carbon: Own the City,13,2006,22,0.87,0.98,0,0.59,2.44
635,The Sims: Bustin' Out,4,2003,Simulation,34,1.07,1.19,0,0.18,2.43
